app_num,app_date,coapp_f_name,coapp_l_name,a_email,a_email,a_f_name,a_l_name,a_street_addr,a_city,a_state,a_postal_code,a_phone,is_approved,is_rejected,adoption_date
48,2019-01-25,Bette,Nachor,ebowley@ganjaflex.com,ebowley@ganjaflex.com,Ernie,Bowley,3121 12-street,Plano,NV,3558,9407037638,1,0,2019-06-07
49,2019-01-28,NULL,NULL,estenseth@cancity.com,estenseth@cancity.com,Erinn,Stenseth,6364 14-street,Lubbock,CA,12415,5878076341,1,0,2019-03-21
50,2019-01-28,Kris,Pedrozo,esaylors@y-corporation.com,esaylors@y-corporation.com,Evangelina,Saylors,714 1-street,Sacramento,CA,17261,167588959,1,0,2019-03-19
51,2019-01-28,An,Dhamer,kweglarz@streethex.com,kweglarz@streethex.com,Kayleigh,Weglarz,9715 16-street,Kansas City,AZ,98923,776708535,1,0,2019-05-15
53,2019-01-29,Howard,Lipke,lpadilla@conecom.com,lpadilla@conecom.com,Leota,Padilla,6301 14-street,Wichita,TX,78386,6956904911,1,0,2019-02-19
54,2019-01-30,NULL,NULL,ccoody@sonron.com,ccoody@sonron.com,Carissa,Coody,2335 7-street,Memphis,TN,49402,8809306211,1,0,2019-05-17
55,2019-01-30,Jeanice,Heintzman,lwalthall@betasoloin.com,lwalthall@betasoloin.com,Laurel,Walthall,3863 8-street,Charlotte,NC,18095,5336512883,1,0,NULL
56,2019-01-31,Daren,Montezuma,elary@lexiqvolax.com,elary@lexiqvolax.com,Erick,Lary,6988 17-street,Buffalo,NJ,51772,1316212290,1,0,NULL
58,2019-02-01,Christiane,Rentfro,etromblay@toughzap.com,etromblay@toughzap.com,Elouise,Tromblay,4110 6-street,Santa Ana,MO,73576,947509402,1,0,NULL
59,2019-02-01,Brittni,Boord,eadkin@stanredtax.com,eadkin@stanredtax.com,Elly,Adkin,346 21-street,Portland,NV,75532,7579751550,1,0,2019-03-04
60,2019-02-01,Carlee,Jurney,snicka@year-job.com,snicka@year-job.com,Shonda,Nicka,8687 19-street,Louisville/Jefferson County,OR,24281,2134076388,1,0,2019-02-15
61,2019-02-04,Estrella,Acey,jblackwood@dambase.com,jblackwood@dambase.com,Judy,Blackwood,6777 15-street,Oakland,MN,61777,974760756,1,0,2019-04-09
63,2019-02-04,Shalon,Perruzza,lpadilla@conecom.com,lpadilla@conecom.com,Leota,Padilla,6301 14-street,Wichita,TX,78386,6956904911,1,0,2019-08-22
64,2019-02-04,Matthew,Sawchuk,brhym@dambase.com,brhym@dambase.com,Buddy,Rhym,6822 11-street,Colorado Springs,NE,48984,1763305209,1,0,2020-05-20
65,2019-02-05,Detra,Kohnert,bpoullion@opentech.com,bpoullion@opentech.com,Brett,Poullion,2377 13-street,Hialeah,NV,15054,8248844862,1,0,2019-02-21
67,2019-02-05,Yolando,Wieser,msarao@newex.com,msarao@newex.com,Maurine,Sarao,1334 7-street,Arlington,LA,95129,4568765994,1,0,2019-06-17
68,2019-02-06,Novella,Heintzman,ebowley@ganjaflex.com,ebowley@ganjaflex.com,Ernie,Bowley,3121 12-street,Plano,NV,3558,9407037638,1,0,2019-10-21
71,2019-02-07,NULL,NULL,lschoeneck@streethex.com,lschoeneck@streethex.com,Lindsey,Schoeneck,9020 15-street,Chula Vista,IN,84830,2211344817,1,0,2019-04-03
72,2019-02-07,Myra,Caudy,bmastella@kan-code.com,bmastella@kan-code.com,Brittni,Mastella,1142 11-street,Virginia Beach,GA,86605,3703831645,1,0,NULL
73,2019-02-08,Timothy,Aquas,rvanheusen@statholdings.com,rvanheusen@statholdings.com,Roosevelt,Vanheusen,1269 13-street,Phoenix,AZ,1497,9827706913,1,0,NULL
74,2019-02-08,Viola,Riden,lbayless@sumace.com,lbayless@sumace.com,Lorrine,Bayless,4015 17-street,Austin,TX,23088,3882307371,1,0,2019-11-05
75,2019-02-08,Lezlie,Gabisi,vknipp@year-job.com,vknipp@year-job.com,Viva,Knipp,4275 6-street,Stockton,OH,17197,6920051808,1,0,NULL
76,2019-02-11,NULL,NULL,anievas@rangreen.com,anievas@rangreen.com,Alline,Nievas,5735 1-street,Stockton,OH,61767,1540065789,1,0,2020-02-20
77,2019-02-12,Tresa,Juvera,jkarpel@mathtouch.com,jkarpel@mathtouch.com,Justine,Karpel,5493 1-street,Fresno,CA,59927,1064056528,1,0,2019-06-19
78,2019-02-12,Aja,Vonasek,msarao@newex.com,msarao@newex.com,Maurine,Sarao,1334 7-street,Arlington,LA,95129,4568765994,1,0,2019-07-17
79,2019-02-12,NULL,NULL,ahoogland@y-corporation.com,ahoogland@y-corporation.com,Ammie,Hoogland,7286 6-street,Tampa,HI,84881,3880116823,1,0,NULL
81,2019-02-13,Kallie,Tollner,wmeteer@domzoom.com,wmeteer@domzoom.com,Willodean,Meteer,826 10-street,Toledo,NC,10134,1962927175,1,0,2020-02-18
83,2019-02-14,Alesia,Scriven,clawler@dontechi.com,clawler@dontechi.com,Chau,Lawler,1147 9-street,Columbus,OH,34302,3270032002,1,0,NULL
84,2019-02-15,Malcolm,Vocelka,hseewald@j-texon.com,hseewald@j-texon.com,Helga,Seewald,4606 15-street,Colorado Springs,NE,66599,1110994610,1,0,2019-12-31
85,2019-02-15,NULL,NULL,mreiber@scottech.com,mreiber@scottech.com,Marguerita,Reiber,6710 19-street,Wichita,TX,23815,1465945858,1,0,2019-02-26
86,2019-02-15,Carissa,Vonasek,mbolognia@finjob.com,mbolognia@finjob.com,Mitsue,Bolognia,9389 18-street,Detroit,MI,47637,779534703,1,0,2019-11-26
88,2019-02-18,Winfred,Daufeldt,kpedrozo@kan-code.com,kpedrozo@kan-code.com,Kris,Pedrozo,289 21-street,North Las Vegas,CA,21987,2805097775,1,0,2020-05-01
90,2019-02-18,Rima,Corbley,acoyier@hottechi.com,acoyier@hottechi.com,Annmarie,Coyier,1379 17-street,Mesa,VA,98743,3406432705,1,0,2019-05-03
91,2019-02-19,NULL,NULL,mreiber@scottech.com,mreiber@scottech.com,Marguerita,Reiber,6710 19-street,Wichita,TX,23815,1465945858,1,0,NULL
92,2019-02-20,NULL,NULL,lpadilla@conecom.com,lpadilla@conecom.com,Leota,Padilla,6301 14-street,Wichita,TX,78386,6956904911,1,0,NULL
93,2019-02-20,Rikki,Sengbusch,egoldammer@scottech.com,egoldammer@scottech.com,Elke,Goldammer,5061 3-street,Madison,TX,31967,7636589113,1,0,NULL
94,2019-02-21,Pete,Campain,vknipp@year-job.com,vknipp@year-job.com,Viva,Knipp,4275 6-street,Stockton,OH,17197,6920051808,1,0,2019-08-16
95,2019-02-21,NULL,NULL,kharnos@conecom.com,kharnos@conecom.com,Kanisha,Harnos,1343 15-street,Chesapeake,AZ,75142,5651564822,1,0,NULL
97,2019-02-22,Venita,Springe,jmirafuentes@rangreen.com,jmirafuentes@rangreen.com,Jolanda,Mirafuentes,5701 5-street,Orlando,FL,1741,7619983851,1,0,2019-07-18
98,2019-02-22,Carlee,Figeroa,jpoquette@ron-tech.com,jpoquette@ron-tech.com,Johnetta,Poquette,2714 13-street,Riverside,TX,8562,5358671206,1,0,2019-05-23
99,2019-02-25,Alyce,Tawil,msetter@fasehatice.com,msetter@fasehatice.com,Merissa,Setter,4798 5-street,Atlanta,CO,27044,8221492776,1,0,2020-01-03
100,2019-02-25,Kanisha,Lungren,lbayless@sumace.com,lbayless@sumace.com,Lorrine,Bayless,4015 17-street,Austin,TX,23088,3882307371,1,0,2019-05-02
101,2019-02-26,Leota,Estell,brhym@dambase.com,brhym@dambase.com,Buddy,Rhym,6822 11-street,Colorado Springs,NE,48984,1763305209,1,0,2019-03-19
102,2019-02-26,NULL,NULL,esaylors@groovestreet.com,esaylors@groovestreet.com,Estrella,Saylors,8624 2-street,Winston-Salem,AZ,7775,5148314369,1,0,NULL
103,2019-02-27,Stephen,Reiber,dscipione@dambase.com,dscipione@dambase.com,Denise,Scipione,299 8-street,North Las Vegas,CA,74474,4302798321,1,0,NULL
104,2019-02-27,Oretha,Swayze,aspickerman@green-plus.com,aspickerman@green-plus.com,Albina,Spickerman,9182 8-street,Anchorage,CA,88656,4965767143,1,0,2019-06-21
107,2019-02-28,Dierdre,Schmaltz,adenooyer@kinnamplus.com,adenooyer@kinnamplus.com,Art,Denooyer,8189 4-street,Irvine,NC,93779,1737623015,1,0,NULL
110,2019-03-01,NULL,NULL,adenooyer@kinnamplus.com,adenooyer@kinnamplus.com,Art,Denooyer,8189 4-street,Irvine,NC,93779,1737623015,1,0,2019-04-12
111,2019-03-01,Nicolette,Samara,ggalam@ron-tech.com,ggalam@ron-tech.com,Glen,Galam,1051 20-street,Omaha,NC,70245,6803773336,1,0,2019-04-25
112,2019-03-01,Elvera,Isenhower,esaylors@y-corporation.com,esaylors@y-corporation.com,Evangelina,Saylors,714 1-street,Sacramento,CA,17261,167588959,1,0,NULL
113,2019-03-04,Zona,Lacovara,troyster@kan-code.com,troyster@kan-code.com,Ty,Royster,6993 11-street,Jersey City,CA,67631,7809866690,1,0,2019-04-04
114,2019-03-04,NULL,NULL,vknipp@year-job.com,vknipp@year-job.com,Viva,Knipp,4275 6-street,Stockton,OH,17197,6920051808,1,0,2019-09-16
116,2019-03-05,Chaya,Cloney,lmonarrez@goodsilron.com,lmonarrez@goodsilron.com,Larae,Monarrez,8793 2-street,Miami,CA,240,9692306614,1,0,2020-04-24
117,2019-03-05,Kimbery,Bourbon,clawler@dontechi.com,clawler@dontechi.com,Chau,Lawler,1147 9-street,Columbus,OH,34302,3270032002,1,0,NULL
119,2019-03-06,Freeman,Berlanga,amiceli@blackzim.com,amiceli@blackzim.com,An,Miceli,6950 8-street,Durham,WI,63410,212506214,1,0,NULL
121,2019-03-06,Thurman,Saylors,szepp@dalttechnology.com,szepp@dalttechnology.com,Shonda,Zepp,4752 5-street,Toledo,NC,80532,856916853,1,0,2019-07-05
122,2019-03-06,Sabra,Sweigard,lkarpel@nam-zim.com,lkarpel@nam-zim.com,Lorrine,Karpel,3646 19-street,Miami,CA,45960,3417123913,1,0,NULL
123,2019-03-07,Shenika,Gibes,mbolognia@finjob.com,mbolognia@finjob.com,Mitsue,Bolognia,9389 18-street,Detroit,MI,47637,779534703,1,0,NULL
124,2019-03-07,NULL,NULL,awildfong@conecom.com,awildfong@conecom.com,Amber,Wildfong,8735 7-street,Tampa,HI,87978,164165810,1,0,2019-04-16
125,2019-03-07,Lonna,Biddy,tkines@sumace.com,tkines@sumace.com,Timothy,Kines,3481 14-street,Denver,CO,90861,1717769169,1,0,NULL
126,2019-03-07,NULL,NULL,loldroyd@hottechi.com,loldroyd@hottechi.com,Lucy,Oldroyd,9392 18-street,Nashville-Davidson,MD,34894,8274477101,1,0,NULL
128,2019-03-08,Regenia,Ostrosky,dscipione@dambase.com,dscipione@dambase.com,Denise,Scipione,299 8-street,North Las Vegas,CA,74474,4302798321,1,0,2019-07-24
129,2019-03-08,Joni,Neither,smeteer@dalttechnology.com,smeteer@dalttechnology.com,Serina,Meteer,1473 12-street,Richmond,CA,19203,9502296621,1,0,2020-01-03
131,2019-03-11,NULL,NULL,mbolognia@finjob.com,mbolognia@finjob.com,Mitsue,Bolognia,9389 18-street,Detroit,MI,47637,779534703,1,0,2019-08-15
132,2019-03-11,NULL,NULL,lmunns@toughzap.com,lmunns@toughzap.com,Lettie,Munns,3948 1-street,Oakland,MN,80297,642648839,1,0,NULL
133,2019-03-12,NULL,NULL,cpugh@domzoom.com,cpugh@domzoom.com,Carmela,Pugh,647 9-street,Oklahoma City,KY,85065,1757054248,1,0,2019-08-30
134,2019-03-12,Louisa,Caiafa,jmirafuentes@rangreen.com,jmirafuentes@rangreen.com,Jolanda,Mirafuentes,5701 5-street,Orlando,FL,1741,7619983851,1,0,2019-08-06
135,2019-03-13,Annelle,Keener,lflister@hottechi.com,lflister@hottechi.com,Lonny,Flister,7359 18-street,Winston-Salem,AZ,75981,5160672671,1,0,NULL
136,2019-03-13,Lonna,Venere,lmorocco@year-job.com,lmorocco@year-job.com,Lorrie,Morocco,2629 1-street,Baltimore,OK,27365,428043150,1,0,2019-09-20
137,2019-03-13,Ashlyn,Walthall,loldroyd@hottechi.com,loldroyd@hottechi.com,Lucy,Oldroyd,9392 18-street,Nashville-Davidson,MD,34894,8274477101,1,0,2020-06-22
139,2019-03-14,NULL,NULL,chirpara@rantouch.com,chirpara@rantouch.com,Clorinda,Hirpara,4420 18-street,Milwaukee,NM,96662,5905299590,1,0,2019-07-09
140,2019-03-14,NULL,NULL,agillaspie@golddex.com,agillaspie@golddex.com,Alline,Gillaspie,2773 19-street,Portland,NV,97544,1116695849,1,0,2019-04-22
141,2019-03-15,Tarra,Wiklund,dgellinger@dambase.com,dgellinger@dambase.com,Devora,Gellinger,3711 13-street,Corpus Christi,KY,3268,8628090963,1,0,2019-04-05
143,2019-03-18,NULL,NULL,kweglarz@streethex.com,kweglarz@streethex.com,Kayleigh,Weglarz,9715 16-street,Kansas City,AZ,98923,776708535,1,0,2019-06-18
144,2019-03-18,NULL,NULL,kharnos@conecom.com,kharnos@conecom.com,Kanisha,Harnos,1343 15-street,Chesapeake,AZ,75142,5651564822,1,0,NULL
145,2019-03-18,Caitlin,Lacovara,cpagliuca@betasoloin.com,cpagliuca@betasoloin.com,Catarina,Pagliuca,2537 18-street,Chesapeake,AZ,39058,4285698314,1,0,2019-12-19
146,2019-03-18,Natalie,Acey,lkippley@golddex.com,lkippley@golddex.com,Louisa,Kippley,2539 6-street,Irving,AZ,95249,1491225057,1,0,2019-06-03
148,2019-03-19,NULL,NULL,aostolaza@finjob.com,aostolaza@finjob.com,Alecia,Ostolaza,781 15-street,Phoenix,AZ,81617,6965596189,1,0,2019-09-09
149,2019-03-19,NULL,NULL,mreitler@fasehatice.com,mreitler@fasehatice.com,Mariann,Reitler,2800 20-street,Philadelphia,PA,70825,8934510509,1,0,NULL
150,2019-03-19,Abel,Modzelewski,oflosi@betatech.com,oflosi@betatech.com,Olive,Flosi,3466 14-street,Indianapolis,IN,47706,2495654893,1,0,NULL
155,2019-03-21,Ty,Papasergi,yisenhower@dambase.com,yisenhower@dambase.com,Yvonne,Isenhower,1787 5-street,Cincinnati,MN,73119,8159445334,1,0,NULL
157,2019-03-22,Chantell,Monterrubio,whamilton@opentech.com,whamilton@opentech.com,Willow,Hamilton,2265 5-street,Fremont,ID,83391,3870058455,1,0,NULL
158,2019-03-22,Ronny,Strassner,lmonarrez@goodsilron.com,lmonarrez@goodsilron.com,Larae,Monarrez,8793 2-street,Miami,CA,240,9692306614,1,0,2019-05-23
160,2019-03-25,Sharen,Gibes,jacey@inity.com,jacey@inity.com,Johnetta,Acey,9551 14-street,Wichita,TX,17071,4534969813,1,0,NULL
161,2019-03-26,Sharee,Gudroe,lstockham@j-texon.com,lstockham@j-texon.com,Laurel,Stockham,1636 3-street,Chesapeake,AZ,1939,8834494208,1,0,2019-06-25
162,2019-03-26,Latrice,Vizarro,lwalthall@betasoloin.com,lwalthall@betasoloin.com,Laurel,Walthall,3863 8-street,Charlotte,NC,18095,5336512883,1,0,2020-01-02
163,2019-03-26,Dean,Gellinger,mskulski@sumace.com,mskulski@sumace.com,Marvel,Skulski,4635 3-street,Atlanta,CO,52151,2588966131,1,0,2019-07-22
164,2019-03-27,An,Miceli,ehirpara@sunnamplex.com,ehirpara@sunnamplex.com,Elvera,Hirpara,3366 1-street,Baton Rouge,TX,73854,1876924079,1,0,2019-12-25
165,2019-03-27,NULL,NULL,aspickerman@green-plus.com,aspickerman@green-plus.com,Albina,Spickerman,9182 8-street,Anchorage,CA,88656,4965767143,1,0,2020-05-12
167,2019-03-28,Minna,Blunk,rhollack@plexzap.com,rhollack@plexzap.com,Rikki,Hollack,9390 3-street,New Orleans,CA,11929,2522640007,1,0,2019-08-16
168,2019-03-28,Jacqueline,Korando,aspickerman@green-plus.com,aspickerman@green-plus.com,Albina,Spickerman,9182 8-street,Anchorage,CA,88656,4965767143,1,0,2019-06-13
169,2019-03-28,NULL,NULL,bdiestel@condax.com,bdiestel@condax.com,Bette,Diestel,7554 8-street,Aurora,CA,9614,5601011487,1,0,2019-08-01
170,2019-03-29,Amber,Bubash,esaylors@groovestreet.com,esaylors@groovestreet.com,Estrella,Saylors,8624 2-street,Winston-Salem,AZ,7775,5148314369,1,0,2020-06-11
171,2019-03-29,Jolene,Tomasulo,acoyier@hottechi.com,acoyier@hottechi.com,Annmarie,Coyier,1379 17-street,Mesa,VA,98743,3406432705,1,0,NULL
172,2019-03-29,Jacqueline,Nicolozakes,etromblay@toughzap.com,etromblay@toughzap.com,Elouise,Tromblay,4110 6-street,Santa Ana,MO,73576,947509402,1,0,NULL
173,2019-04-01,Georgene,Neither,hgwalthney@funholding.com,hgwalthney@funholding.com,Helga,Gwalthney,8305 14-street,Boise City,VA,29356,3986052383,1,0,2019-04-19
174,2019-04-01,Rodolfo,Canlas,aoles@bioplex.com,aoles@bioplex.com,Antione,Oles,6766 17-street,Newark,TX,65824,1075419082,1,0,NULL
176,2019-04-02,My,Farrow,xdubaldi@iselectrics.com,xdubaldi@iselectrics.com,Xuan,Dubaldi,1372 11-street,Baltimore,OK,6641,7455760970,1,0,2019-09-30
177,2019-04-02,Lenna,Ventura,mhollack@scottech.com,mhollack@scottech.com,Mozell,Hollack,321 12-street,Plano,NV,99069,2812000053,1,0,2019-05-17
179,2019-04-03,Judy,Konopacki,lflister@hottechi.com,lflister@hottechi.com,Lonny,Flister,7359 18-street,Winston-Salem,AZ,75981,5160672671,1,0,2019-06-14
180,2019-04-04,Nichelle,Cookey,lbayless@sumace.com,lbayless@sumace.com,Lorrine,Bayless,4015 17-street,Austin,TX,23088,3882307371,1,0,2019-09-03
181,2019-04-04,NULL,NULL,acoyier@hottechi.com,acoyier@hottechi.com,Annmarie,Coyier,1379 17-street,Mesa,VA,98743,3406432705,1,0,2019-11-12
182,2019-04-05,Lenna,Saulter,mhollack@scottech.com,mhollack@scottech.com,Mozell,Hollack,321 12-street,Plano,NV,99069,2812000053,1,0,NULL
183,2019-04-05,Nana,Nabours,esaylors@y-corporation.com,esaylors@y-corporation.com,Evangelina,Saylors,714 1-street,Sacramento,CA,17261,167588959,1,0,2019-05-03
184,2019-04-08,NULL,NULL,mreiber@scottech.com,mreiber@scottech.com,Marguerita,Reiber,6710 19-street,Wichita,TX,23815,1465945858,1,0,2019-10-28
185,2019-04-08,Gregoria,Sweigard,kcraghead@sumace.com,kcraghead@sumace.com,Kayleigh,Craghead,5350 6-street,Denver,CO,22151,2945618913,1,0,2019-11-22
186,2019-04-09,Regenia,Garufi,kharnos@conecom.com,kharnos@conecom.com,Kanisha,Harnos,1343 15-street,Chesapeake,AZ,75142,5651564822,1,0,2020-01-08
187,2019-04-09,Skye,Regusters,traymo@scotfind.com,traymo@scotfind.com,Thaddeus,Raymo,7830 12-street,Nashville-Davidson,MD,19348,1332668310,1,0,NULL
188,2019-04-09,NULL,NULL,cbourbon@betasoloin.com,cbourbon@betasoloin.com,Caitlin,Bourbon,2806 18-street,Fort Wayne,FL,12470,345896524,1,0,2020-03-05
189,2019-04-10,Larae,Scheyer,rgarufi@bioplex.com,rgarufi@bioplex.com,Regenia,Garufi,8020 6-street,Kansas City,AZ,14901,2817952195,1,0,NULL
191,2019-04-10,Truman,Rhoden,ahoogland@y-corporation.com,ahoogland@y-corporation.com,Ammie,Hoogland,7286 6-street,Tampa,HI,84881,3880116823,1,0,2019-10-18
192,2019-04-11,Tawna,Wildfong,hgwalthney@funholding.com,hgwalthney@funholding.com,Helga,Gwalthney,8305 14-street,Boise City,VA,29356,3986052383,1,0,2019-08-02
194,2019-04-11,NULL,NULL,adenooyer@kinnamplus.com,adenooyer@kinnamplus.com,Art,Denooyer,8189 4-street,Irvine,NC,93779,1737623015,1,0,2019-08-29
195,2019-04-12,Louvenia,Burnard,dstoltzman@condax.com,dstoltzman@condax.com,Daniela,Stoltzman,1963 14-street,North Las Vegas,CA,61067,3591178202,1,0,NULL
196,2019-04-12,Fatima,Hoa,nhaufler@zencorporation.com,nhaufler@zencorporation.com,Nicolette,Haufler,8010 8-street,Pittsburgh,AK,14517,8463939610,1,0,2019-11-19
197,2019-04-12,Izetta,Restrepo,kweglarz@streethex.com,kweglarz@streethex.com,Kayleigh,Weglarz,9715 16-street,Kansas City,AZ,98923,776708535,1,0,2019-05-16
198,2019-04-15,France,Delasancha,awildfong@conecom.com,awildfong@conecom.com,Amber,Wildfong,8735 7-street,Tampa,HI,87978,164165810,1,0,2020-03-03
199,2019-04-15,Tiera,Louissant,kmyricks@groovestreet.com,kmyricks@groovestreet.com,Kenneth,Myricks,6153 14-street,Gilbert,LA,67479,510828696,1,0,2019-11-13
201,2019-04-16,Xochitl,Dallen,vkeener@kan-code.com,vkeener@kan-code.com,Virgina,Keener,6442 21-street,St. Petersburg,AZ,76382,4207746671,1,0,2019-08-20
202,2019-04-17,Christiane,Vizarro,nhaufler@zencorporation.com,nhaufler@zencorporation.com,Nicolette,Haufler,8010 8-street,Pittsburgh,AK,14517,8463939610,1,0,NULL
203,2019-04-17,Tiffiny,Staback,agillaspie@golddex.com,agillaspie@golddex.com,Alline,Gillaspie,2773 19-street,Portland,NV,97544,1116695849,1,0,2019-09-05
205,2019-04-18,Raylene,Buzick,jbuvens@plusstrip.com,jbuvens@plusstrip.com,Janine,Buvens,9670 11-street,Bakersfield,FL,13724,1175638045,1,0,2020-06-02
206,2019-04-18,Beatriz,Grenet,jpoquette@ron-tech.com,jpoquette@ron-tech.com,Johnetta,Poquette,2714 13-street,Riverside,TX,8562,5358671206,1,0,2019-10-15
208,2019-04-19,NULL,NULL,yisenhower@dambase.com,yisenhower@dambase.com,Yvonne,Isenhower,1787 5-street,Cincinnati,MN,73119,8159445334,1,0,NULL
